range,capacity,cost,velocity,config
35.34853745,15,7070.450195,33.17193604,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN0*gLL0*hON1+++*iNO2+++*jKL1+++*kLK2+++^ab^ac^ad^ae^bf^dg^fh^fi^gj^gk^cf^eg,15,3"
35.51125717,5,4859.668457,36.45337677,"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,5,3"
35.58111954,5,4474.569336,37.02061081,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fLN0-*gNL0-^ab^ac^ad^ae^cf^eg,5,3"
36.38927078,2,2344.065918,9.253066063,"*aMM0+*bNM2+*cMN1+*dLM2+*eML1+*fNL3--*gLN3--^ab^ac^ad^ae^ef^dg^fb,2,3"
37.36566925,5,6690.624023,23.87981224,"*aMM0++++++*bNM2+++*cMN1+++*dLM1+++*eML2+++*fNL0*gLN0*hMO2*iOM1^ab^ac^ad^ae^ef^dg^ch^bi,5,3"
38.13166428,20,3547.598145,14.29299831,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3-*iMO1+*jLN3-*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,20,3"
39.92689133,20,8343.875977,15.57564259,"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLL3+++*gNN3+++*hLN0++*iNL0++*jMO1++*kOM2++*lKM2++*mMK1++^ab^ac^ad^ae^ef^cg^dh^ei^cj^bk^dl^em,20,3"
40.08204651,5,5200.249023,35.14687347,"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^bf^dg^gc^ef,5,3"
40.64830017,5,5243.392578,35.03704834,"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,5,3"
41.21637344,40,9057.913086,19.21414375,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++++++*gNL0++++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3++++++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^cl^dm^fc^gb^bl^em,40,3"
41.44804764,5,5592.018066,33.9136734,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gLL1+*hNL0*iNN2+^ab^ac^ad^ae^cf^dg^eh^bi,5,3"
41.44807816,10,6270.200195,24.83811569,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg^gb^fc,10,3"
41.58937454,5,5382.641113,33.52053833,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^cf^eg,5,3"
43.01111984,10,9294.96582,14.5016489,"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL3+++++*gLN0+++++*hNL0+++++*iNN3+++++^ab^ac^ad^ae^ef^cg^eh^ci,10,3"
43.46321106,15,9105.734375,18.76511955,"*aMM0++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,15,3"
44.2574234,5,7070.450195,15.37778664,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN0*gLL0*iNO2+++*hON1+++*jKL1+++*kLK2+++^ab^ac^ad^ae^bf^cf^dg^eg^gj^fi^fh^gk,5,3"
45.1512146,20,9210.349609,20.83987236,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,20,3"
45.39175415,20,8988.099609,20.44210815,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,20,3"
45.45470047,5,6582.199707,26.15320396,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,5,3"
45.56171417,5,6426.200195,26.0207634,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN1*gNL0*hLN0*iLL2^ab^ac^ad^ae^bf^cf^eg^ch^di^ei,5,3"
45.69306946,5,6270.198242,25.79571342,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^ef^dg,5,3"
45.75321198,5,6945.700195,28.14355659,"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0*gLN0^ab^ac^ad^ae^bf^dg,5,3"
46.62347412,18,5119.057617,15.19195557,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO4-*gOM4-*hMK4-*iKM4-*jNL0-*kLN0-*lNO3---------------------*mOL3---------------------*nLK3---------------------*oKN3---------------------^ab^ac^ad^ae^cf^bg^eh^di^ej^dk^bj^ck^fl^gm^hn^io,18,3"
47.30101776,10,6384.435059,28.12124062,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++++*gLN0++++^ab^ac^ad^ae^ef^bf^dg^cg,10,3"
48.22655869,15,3802.519531,12.48574734,"*aMM0---------*bNM2++*cMN1++*dLM2++*eML1++*fMO1+*gKM2+*hMK1+*iOM2+*jNL3+*kLN3+*lNN0-----*mLL0*nKN4*oNK4*pLO4*qOL4^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^bl^em^cl^dm^kc^jb^gn^ho^kp^pf^jq^qi,15,3"
48.47856522,10,7465.825684,25.65189743,"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fNN1++*gLN0+++*hLL2++*iNL0+++*jMO1+*kOM2+*lKM2+*mMK1+^ab^ac^ad^ae^bf^cf^dg^gc^dh^eh^bi^ei^cj^bk^dl^em,10,3"
48.60603333,10,9105.734375,19.33320618,"*aMM0++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,10,3"
48.66128922,10,8521.591797,22.42671204,"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,10,3"
49.33983231,15,9210.349609,21.12669945,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,15,3"
49.74513626,20,6291.281738,15.20641327,"*aMM0+++++*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-*hNL3*iMO1+*jLN3*kKM2+*lLL0-*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^le,20,3"
50.41148376,5,6340.180176,28.44025993,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++^ab^ac^ad^ae^ef^dg,5,3"
50.58530807,5,9216.141602,17.48577118,"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0++*gLN0++^ab^ac^ad^ae^ef^dg,5,3"
50.76874924,5,7583.599121,27.62294769,"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,5,3"
51.35989761,5,6553.562012,27.02127647,"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++^ab^ac^ad^ae^ef^dg,5,3"
53.65878296,10,8343.875977,16.91954422,"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLL3+++*gNN3+++*hLN0++*iNL0++*jMO1++*kOM2++*lKM2++*mMK1++^ab^ac^ad^ae^ef^cg^dh^ei^cj^bk^dl^em,10,3"
53.81633377,10,9210.349609,21.26340103,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,10,3"
54.24689102,10,8988.099609,20.83014297,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,10,3"
54.47465515,5,9105.734375,25.86495972,"*aMM0++++++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,5,3"
54.72687912,5,8521.591797,22.97290611,"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,5,3"
55.67790604,18,3915.212158,13.9718132,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^le,18,3"
55.69178009,18,3915.212158,13.97173214,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^le,18,3"
57.75774765,5,7609.104492,15.31356049,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++*hNN3*iLL3*jMO1+*kOM2+*lKM2+*mMK1+^ab^ac^ad^ae^ef^cg^bh^di^ch^ei^cj^bk^dl^em,5,3"
59.26360703,5,9210.349609,21.51813316,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,5,3"
59.56993484,18,3547.5979,14.00551319,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3-*iMO1+*jLN3-*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,18,3"
59.62399673,5,8988.099609,20.92098999,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,5,3"
59.66614914,5,7669.691406,22.51889038,"*aMM0++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++++*gLN0++++^ab^ac^ad^ae^ef^dg,5,3"
59.7653923,5,8988.099609,20.98243523,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+++++*gLN0+++++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^bf^dg^bh^ci^ej^dk^cg,5,3"
61.55010605,25,11788.90137,17.9944973,"*aMM0++*bNM3----*cMN3---*dLM3----*eML3-----*fOM2+++*gMO1+++*hKM2+++*iMK1+++*jPM4*kON4*lOL4*mNO4*nMP4*oLO4*pKN4*qJM4*rKL4*sNK4*tLK4*uMJ4*vLN0+++++++++*wNL0+++++++++*xOK1+++++*yNJ4*zOJ4*!PK4*@PL4*#OO4*$NN2+++++*%KO2+++++*&LP4*(KP4*)LL1+++++*_KK4^ab^ac^ad^ae^bf^cg^dh^ei^fj^fk^fl^gm^gn^go^hp^hq^hr^is^it^iu^dv^ew^sx^uy^yz^x!^!@^k#^b$^p%^o&^%(^t)^t_^vc^bw^lx^ys^zx^@j^m#^c$^vo^%o^wl^)e^)d^l@,25,3"
62.18696594,5,8343.875977,16.75326538,"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLL3+++*gNN3+++*hLN0++*iNL0++*jMO1++*kOM2++*lKM2++*mMK1++^ab^ac^ad^ae^ef^cg^dh^ei^cj^bk^dl^em,5,3"
65.73288727,15,3183.202148,12.86773872,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-------*hNL3*iMO1*jLN3*kKM2*lLL0-------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq,15,3"
69.6021347,16,3915.212158,13.65629864,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^le,16,3"
74.4392395,5,3915.212158,12.09534073,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,5,3"
74.44484711,2,4170.623047,11.20048809,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0---*hNL3*iMO1+*jLN3*kKM2+*lLL0---*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^le,2,3"
74.44891357,15,3547.598145,13.57540703,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3-*iMO1+*jLN3-*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,15,3"
74.45162964,15,3671.954102,13.57447624,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^fo^pj^hq^el,15,3"
74.4520874,16,3547.5979,13.72150898,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3-*iMO1+*jLN3-*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,16,3"
74.45224762,15,3671.954102,13.5744791,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^fo^pj^hq^el,15,3"
74.46095276,15,3547.598145,13.5755415,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3-*iMO1+*jLN3-*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,15,3"
74.46121979,10,3915.212158,12.84577847,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,10,3"
74.4656601,15,3671.954102,13.57440281,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^fo^pj^hq^el,15,3"
74.47193909,2,4170.623047,11.19568348,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0---*hNL3*iMO1+*jLN3*kKM2+*lLL0---*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^le,2,3"
74.58441162,5,2471.746094,8.956227303,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNL3++++++++++++*gLN3++++++++++++^ab^ac^ad^ae^ef^dg,5,3"
