seq	action	start_seq
2297	"Open=3700.0,17c509.0,10.0"	0
2297	"Agent=4500,17770,22232.0,35.0"	0
2298	"Open=7300.0,13164.0,27.0"	0
2298	"Manual_r41c10$6270;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.7,5.3;-1.0,5.6;-0.2,5.8;-0.8,6.4;-0.7,7.2;-1.5,6.9;-2.2,7.0;-2.8,6.2;-2.1,6.0;-3.0,5.1;-7.2,5.5;-6.5,3.4;-6.6,2.4;-7.4,1.4;-6.5,0.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;r20c29$5243;-3.0,5.1;-2.8,6.2;-2.2,7.0;-1.5,6.9;-0.7,7.2;-0.8,6.4;-0.2,5.8;-1.0,5.6;-1.7,5.3;r21c18$5294;1.1,-6.3;2.1,-6.4;1.5,-5.9;1.1,-6.3;2.8,-6.0;2.2,-5.6;1.1,-6.3,4;-1.0,-5.6,4;-1.0,-4.8,3;-1.2,-4.0,1;-1.7,-4.4,2;-2.4,-3.7,4"	0
2298	"Manual_r13c70$6942;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-7.4,1.4;-6.5,0.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;r16c30$4859;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-1.2,-4.0;-1.7,-3.4;-1.4,-1.2;-0.8,-1.6;"	0
2298	Submit	0
2298	"Manual_r27c42$7353;-2.4,-3.7;-2.2,-3.6;-3.1,-4.4;"	0
2299	"Open=3700.0,12596.0,12.0"	0
2300	"Open=4600.0,13906.0,11.0"	0
2301	Start	1
2301	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;"	0
2302	"Open=1600.0,13378.0,3.0"	0
2303	"Open=800.0,6940.0,3.0"	0
2304	"Open=4500.0,14803.0,16.0"	0
2304	"Agent=3200,13380,11_Pathr10c26$3509;-5.2,1.2,3;-6.5,0.4,1;-6.1,1.3,2;-6.0,2.0,3;-6.6,2.4,4;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr18c60$7361;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr24c45$7872;-3.2,-3.6,1;-3.8,-3.8,1;-3.1,-4.4,3;-2.0,-5.1,3;-1.0,-5.6,4;-1.0,-4.8,3;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2Pathr24c34$7472;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.7,1.2,2;-1.7,5.3,2;-1.0,5.6,2;-0.2,5.8,1;-0.8,6.4,1;-1.5,6.9,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2"	0
2304	"Manual_r29c27$6340;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;"	0
2305	"Open=3100.0,13956.0,14.0"	0
2305	"Agent=3000,14053,16_Pathr24c40$8094;-5.2,1.2,3;-4.6,1.9,3;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-1.2,-4.0,1Pathr24c34$7472;-0.2,-0.7,1;0.1,0.6,2;-0.6,0.2,2;-0.3,-0.4,1;-0.8,-1.6,2;-1.7,-3.4,2;-1.7,-4.4,2;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3;-3.8,-3.8,1;-3.2,-3.6,1;-2.4,-3.7,4"	0
2305	"Agent=6900,14247,27_Pathr20c60$7377;-5.2,1.2,3;-6.1,1.3,2;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-7.2,5.5,2;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr14c30$5437;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
2305	"Agent=1500,6979,6_Pathr16c51$6523;-1.7,5.3,2;-1.0,5.6,2;-0.8,-1.6,4;-1.4,-1.2,3Pathr20c42$6953;-2.4,-3.7,4;-1.7,-4.4,2;-1.0,-4.8,3;2.1,-6.4,4;1.1,-6.3,4;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3"	0
2306	"Open=6400.0,13906.0,21.0"	0
2307	"Open=6400.0,13906.0,21.0"	0
2307	"Agent=4600,13378,16_Pathr24c34$7472;-5.2,1.2,3;-6.0,2.0,3;-5.3,2.4,4;-4.6,1.9,3"	0
2307	Submit	0
2308	"Open=4800.0,11756.0,18.0"	0
2309	"Open=4800.0,13522.0,19.0"	0
2310	"Open=4900.0,14015.0,18.0"	0
2311	Start	1
2311	"Manual_r11c20$4284;-6.5,0.4;-7.4,1.4;-6.1,1.3;-6.0,2.0;-5.3,2.4;-4.6,1.9;-5.3,2.4;-5.2,1.2;"	0
2311	"Manual_r14c12$4208;-3.0,5.1;-2.8,6.2;-2.1,6.0;r14c12$4208;-5.3,2.4;-4.6,1.9;-5.2,1.2;-1.2,5.6;-0.7,1.2;0.1,0.6;-0.6,0.2;-0.3,-0.4;-0.8,-1.6;-1.4,-1.2;"	0
2311	"Manual_r14c30$5437;-6.1,1.3;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr14c30$5437;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
2311	"Agent=5600,14247,25_Pathr24c30$6894;-5.2,1.2,3;-4.6,1.9,3;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-1.2,-4.0,1Pathr24c30$6894;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr10c26$3509;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2Pathg10c21c5$519;-5.3,2.4,4;-6.6,2.4;-6.1,1.3;r21c18$5294;-1.7,5.3;-1.0,5.6;-0.2,5.8;-0.8,6.4;-0.7,7.2;-1.5,6.9;-2.2,7.0;-2.8,6.2;-2.1,6.0;-3.0,5.5;-7.4,1.4;-6.6,2.4;-6.5,3.4;-7.2,5.5;"	0
2311	"Agent=7600,15508,22_Pathr10c26$3509;-5.2,1.2,3;-6.6,2.4,4;-6.5,3.4,4;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr27c20$5243;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
2311	"Agent=4900,10866,21_Pathr25c20$6278;-4.6,1.9,3;-5.2,1.2,3;-6.1,1.3,2;-6.5,0.4,1Pathr25c20$6298;-6.5,-6.8,4;1.1,-6.3,4;1.5,-5.9,1;1.1,-6.3,4;-1.0,-5.6,4;-1.0,-4.8,3;-1.2,-4.0,1"	0
2311	"Agent=7300,13378,26_Pathr24c40$8094;-5.2,1.2,3;-4.6,1.9,3;-2.8,6.2,1;-2.8,6.2,1;-2.2,7.0,1;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2"	0
2311	Submit	0
2312	"Open=8000.0,14844.0,6.0"	0
2313	"Open=6400.0,13906.0,21.0"	0
2314	"Open=6000.0,14553.0,21.0"	0
2315	"Open=6400.0,13906.0,21.0"	0
2316	Start	1
2316	"A2c435$3780,2.0,3.8"	0
2316	"Manual_r45c5$6426;-3.0,5.1;-2.1,6.0;-2.8,6.2;"	0
2316	"Manual_r45c5$6582;-3.0,5.1;-1.7,5.3;-2.1,6.0;"	0
2316	"Manual_r45c5$6582;-3.0,5.1;-1.7,5.3;r45c5$6582;-1.0,5.6;-2.1,6.0;-2.8,6.2;r10c5$3470;-6.1,1.3;-5.2,1.2;"	0
2316	"Manual_r45c5$6582;-3.0,5.1;-1.7,5.3;r45c5$6582;-3.8,-3.8;-3.1,-4.4;-1.7,-3.4;"	0
2316	"Manual_r45c5$6582;-3.0,5.1;-1.7,5.3;"	0
2316	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
2316	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
2317	"Open=400.0,3470.0,3.0"	0
2318	"Open=1400.0,13880.0,9.0"	0
2319	"Open=2000.0,16634.0,7.0"	0
2320	"Open=1400.0,10630.0,7.0"	0
2321	"Open=1400.0,10337.0,6.0"	0
2322	"Open=1000.0,5634.0,4.0"	0
2323	"Open=1000.0,6940.0,4.0"	0
2324	"Open=2000.0,14010.0,11.0"	0
2325	"Open=1500.0,10410.0,6.0"	0
2326	"Open=1500.0,10410.0,6.0"	0
2327	"Open=1200.0,10010.0,6.0"	0
2327	"Manual_r10c5$3470;-3.2,-3.6;-1.7,-3.4;"	0
2327	"Manual_r10c5$3470;-0.7,1.2;0.6,1.0;0.1,0.6;r10c5$3470;"	0
2327	"Agent=1000,6940,4_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2Pathr10c5$3470;-1.4,-1.2,3;-0.8,-1.6,2"	0
2327	"Agent=2000,13880,11_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-6.5,0.4,1;-7.4,1.4,1;-6.0,2.0,3Pathr10c5$3470;-0.8,-1.6,2;-0.3,-0.4,1;0.1,0.6,2Pathr10c5$3470;-3.2,-3.6,1;-3.1,-4.4,3;-3.8,-3.8,1"	0
2327	"Agent=1900,13880,10_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2Pathr10c5$3470;-6.5,0.4,1;-7.4,1.4,1;-6.0,2.0,3Pathr10c5$3470;-5.3,2.4,4Pathr8c16$2939;-3.2,-3.6,1;-3.8,-3.8,1Pathr8c16$2939;-5.8,3.0,2;-6.1,1.3,2;-6.0,2.0,3;-5.8,3.0,2;-5.3,2.4,4Pathr8c16$2939;-6.5,0.4,1"	0
2327	"Agent=1600,7852,6_Pathr8c32$3915;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;-0.6,0.2,2Pathr10c26$3509;-5.2,1.2,3;-5.3,2.4,4;-4.6,1.9,3"	0
2327	"Agent=1500,6979,6_Pathr10c5$3470;-0.8,-1.6,2;-0.3,-0.4,1;-0.6,0.2,2Pathr10c26$3509;-5.2,1.2,3;-5.3,2.4,4;-4.6,1.9,3"	0
2327	"Agent=2900,8470,11_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-6.5,0.4,1;-7.4,1.4,1;-6.0,2.0,3Pathr5c65$5278"	0
2328	Start	1
2328	"Agent=600,35583,2.0,-0.0,1"	0
2329	Start	1
2329	"Agent=40039,1472,17_Pathr24c34$7472;-5.2,1.2,3;-4.6,1.9,3;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-1.2,-4.0,1Pathr17c62$7353;-2.4,-3.7,4;-1.7,-3.4,2;-0.8,-1.6,2;-1.4,-1.2,3;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr19c50$6918;-0.7,1.2,2;-0.6,0.2,2;0.1,0.6,2;0.6,1.0,1;0.7,0.3,1;0.6,1.0,1;0.7,0.3,2;1.0,-0.5,2;0.3,-0.8,3;-1.0,-.1,3"	0
2329	Submit	0
2330	"Open=1500.0,10388.0,6.0"	0
2330	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r27c20$5243;-2.8,6.2;-2.2,7.0;-1.5,6.9;-0.8,6.4;"	0
2330	"Manual_r10c5$3470;r27c20$5243;-3.8,-3.8;-3.2,-3.6;-2.4,-3.7;-1.7,-3.4;-1.4,-1.2;"	0
2330	"Manual_r10c26$3509;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-6.1,1.3;-5.2,1.2;"	0
2330	"Manual_r10c26$3509;-6.6,2.4;-5.3,2.4;-6.0,2.0;-5.2,1.2;-4.6,1.2;"	0
2330	Submit	0
2330	"Agent=3600,12467,13_Pathr22c5$3591;-2.8,6.2,1;-1.5,6.9,1;-2.1,6.0;-1.2,5.8;-5.2,1.2;"	0
2330	"Manual_r21c15$6662;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.5,6.9;-0.8,6.4;-1.7,5.3;-1.0,5.6;"	0
2330	Submit	0
2330	"Manual_r16c65$6598;-3.8,-3.8;-3.2,-3.6;-2.4,-3.7;-3.8,-3.8;-3.2,-3.6;-1.2,-4.8;-3.2,-3.6;-1.2,-4.8;-1.2,-4.0;-1.7,-3.4;-0.8,-1.6;-1.4,-1.2;-0.8,-1.6;-0.3,-0.4;-0.6,0.2;"	0
2330	Submit	0
2330	"Manual_r41c10$6270;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.7,5.3;-1.0,5.6;-0.2,5.8;-0.8,6.4;-0.7,7.2;-1.5,6.9;-2.2,7.0;-2.8,6.2;-2.1,6.0;-3.0,5.1;-5.8,3.0;"	0
2330	Submit	0
2330	Manual_r27c20$5243;	0
2330	"Manual_r27c20$5243;-3.8,-3.8;-3.2,-3.6;2.8,-6.0;0.1,0.6;0.7,0.3;"	0
2330	"Manual_r29c27$6340;-3.8,-3.8;-3.1,-4.4;-2.4,-3.7;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-2.4,-3.7;-1.7,-3.4;-0.8,-1.6;0.4,-0.8;1.0,-0.5;-0.3,-0.4;0.1,0.6;0.7,0.3;-0.6,0.2;-1.7,5.3;-1.0,5.6;-0.8,6.4;-0.7,7.2;-1.5,6.9;-2.2,7.0;-2.8,6.2;-2.1,6.0;-3.0,5.1;-5.8,3.0;"	0
2330	Submit	0
2330	"Manual_r21c18$5294;-3.0,5.1;-2.1,6.0;-2.8,6.2;-2.2,7.0;-1.5,6.9;-0.7,7.2;-0.8,6.4;-0.2,5.8;-1.0,5.6;-2.1,6.0;-1.7,5.3;r21c15$6662;-1.2,-4.0;-1.0,-4.8;-1.0,-5.6;-2.0,-5.1;-4.5,-6.0;-3.8,-3.8;r17c14$10749;r17c14$10749;r17c14$10740;r17c14$10749;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-7.4,1.4;r17c15$4783;-6.5,0.4;"	0
2330	"Manual_r19c5$4284;-2.2,-3.8;-2.8,-3.2;-0.7,1.2;0.6,1.0;0.1,0.6;"	0
2330	Submit	0
2331	"Open=2500.0,13736.0,12.0"	0
2332	"Open=2200.0,9211.0,10.0"	0
2333	"Open=2900.0,13997.0,14.0"	0
2334	Start	1
2334	"Manual_r22c5$3591;-2.1,6.0;-3.0,5.1;-2.1,6.0;-2.8,6.2;r22c5$3591;-2.2,7.0;-1.5,6.9;-1.0,5.6;-0.2,5.8;r22c5$3591;-0.7,7.2;-1.5,6.9;-1.7,7.4;-7.2,5.5;-6.5,3.4;-6.6,2.4;-7.4,1.4;-6.5,0.4,2;-3.1,-3.4,1;-2.8,-3.6,2Pathr15c5$6294;-2.8,6.2,1;-2.1,6.0,2;-1.7,5.3,2Pathr17c5$5026;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2"	0
2334	"Agent=0,12822,0_Pathr1c5$3988Pathr1c5$3988Pathr1c5$3988Pathr1c5$3988"	0
2334	"Agent=0,11961,0_Pathr1c5$3988"	0
2334	"Agent=1600,7240,5_Pathr15c25$10048;-5.2,1.2,3;-5.3,2.4,4;-5.2,1.2,3"	0
2334	"Agent=3900,18498,17_Pathr10c5$3470;-4.6,1.9,3;-6.1,1.3,2Pathr22c5$3591;-1.5,6.4,1;-1.7,5.3,2Pathr45c5$6582;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2"	0
2334	"Agent=500,10556,2_Pathr5c65$5278;-5.2,1.2,3;-6.1,1.3,2Pathr5c65$5278"	0
2334	"Agent=500,10556,2_Pathr5c65$5278;-5.2,1.2,3;-6.1,1.3,2Pathr5c65$5278"	0
2334	"Agent=500,10564,20_Pathr25c51$8521;-2.8,6.2,1;-2.1,6.0,2;-1.7,5.3,2;-1.7,5.3,2;-3.0,5.1,2;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2Pathr13c72$7140;-0.8,-1.6,2;-1.7,-4.4,2;-2.0,-5.1,3;-3.1,-4.4,3;-2.4,-3.7,4"	0
2335	"Open=1400.0,15890.0,16.0"	0
2335	"Agent=7000,13615,8_Pathr16c51$6695;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-2.4,-3.7,4;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2;-0.8,-1.6,2"	0
2336	"Open=2500.0,13522.0,8.0"	0
2337	"Open=4500.0,14803.0,16.0"	0
2337	"Manual_r16c6$2170;-6.1,1.3;-7.2,5.5;-7.4,1.4;-6.5,0.4;r25c20$6298;6.0,5.1;6.8,5.3;7.4,5.7;7.4,4.8;6.5,4.7;r11c51$5619;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;"	0
2337	"Manual_r25c20$6298;-6.5,3.4;-6.6,2.4;-7.4,1.4;-6.5,0.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;r19c70$9211;-3.0,5.1;2.2,-5.6;2.1,-6.3;r21c15$6662;r21c15$6662;r17c5$3786;r17c5$3786;r4c20$3935;r4c20$3935;r10c5$3470;r10c5$3470;-5.3,.4;-6.6,2.4;r9c79$6558;-1.7,-4.4;-1.2,-4.0;-0.3,-0.4;-0.6,0.2;-0.3,-0.4;-0.8,-1.6;r14115$594-5.2;6.5,6.4;r8c16$2939;-1.4,-1.2;-0.8,-1.6;-0.3,-0.4;-0.6,0.2;r14c12$4208;-6.6,2.4;-6.5,3.4;-5.8,3.0;"	0
2337	"Manual_r14c30$5437;-5.2,1.2;-6.1,1.3;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;-6.0,2.0;-5.2,1.2;r29c27$6340;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.5,6.9;-1.7,5.3;-1.0,5.6;-0.8,6.4;-0.7,7.2;-0.8,6.4;r17c5$5026;-2.4,-3.7;"	0
2337	"Manual_r10c5$3470;0.1,0.6;0.4,-0.8;r11c20$5246;-1.7,-4.4;-1.0,-4.8;-1.2,-4.0;"	0
2337	"Manual_r10c5$3470;-0.7,1.2;-4.6,1.9;"	0
2337	"Manual_r41c10$6270;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.7,5.3;-1.0,5.6;-0.2,5.8;-0.8,6.4;-0.7,7.2;-1.5,6.9;"	0
2337	"Agent=6900,13995,29_Pathr20c29$5243;-1.7,5.3,2;-3.0,5.1,2;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-7.4,1.4,1;-6.5,0.4,1;-6.1,1.3,2;-6.0,2.0,3;-5.2,1.2,3Pathr10c26$3509;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2Pathr20c29$5243;-4.6,1.9,3;-0.7,1.2,2;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2Pathr27c20$5243;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.7,1.2,2;-1.7,5.3,2;-1.0,5.6,2;-0.2,5.8,1;-0.8,6.4,1;-1.5,6.9,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2"	0
2337	Submit	0
2337	"Agent=3100,9116,13_Pathr29c20$6945;-1.7,5.3,2;-1.0,5.6,2;-0.8,6.4,1;-1.5,6.9,1;-2.2,7.0,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2;-5.8,3.0,2;-6.0,2.0,3;-5.2,1.2,3Pathr41c10$6270;-3.0,5.1,2;-2.1,6.0,2;-0.3,-0.4,1;0.1,0.6,2;0.6,1.0,1;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-0.3,-0.4,1;-1.4,-1.2,3;-0.8,-1.6,2;-1.7,-3.4,2;-2.4,-3.7,4Pathr20c29$5243;-3.2,-3.6,1;-3.8,-3.8,1;-3.1,-4.4,3;-4.5,-6.0,3;-2.0,-5.1,3;-1.0,-5.6,4;-1.0,-4.8,3;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2;-2.4,-3.7,4"	0
2337	Submit	0
2338	"Open=6500.0,13531.0,25.0"	0
2339	"Open=6500.0,13531.0,25.0"	0
2340	"Open=6500.0,13531.0,25.0"	0
2341	"Open=6300.0,13531.0,25.0"	0
2341	"Manual_r14c32$4738;0.6,1.0;0.7,0.3;1.0,-0.5;r27c20$5243;-2.8,6.2;-0.7,7.2;-1.5,6.9;-2.2,7.0;-2.8,6.2;-2.1,6.0;-1.0,5.6;-1.7,5.3;"	0
2341	"Manual_r10c61$6620;1.1,-6.3;1.5,-5.9;1.1,-6.3;"	0
2341	"Manual_r16c70$7862;1.5,-5.9;1.1,-6.3;"	0
2341	"Manual_r10c5$3470;r43317c15$6652;-3.0,5.1;-2.8,6.2;-2.1,6.0;-1.7,5.3;-1.0,5.6;-0.2,5.8;-0.8,6.4;-0.7,7.2;-1.5,6.9;-2.2,7.0;"	0
2341	"Manual_r10c61$6623;r17c5$3786;r17c5$3786;r4c20$3934;r10c25$3470;r10c5$3470;-6.5,3.4;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;"	0
2341	"Manual_r10c5$3470;-0.7,1.2;"	0
2341	Submit	0
2341	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;"	0
2341	"Manual_r10c5$3470;-0.7,1.2;-4.6,1.9;r10c5$3470;r10c5$3470;"	0
2341	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;r10c5$3470;r45c5$6553;"	0
2341	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c5$3786;-7.4,1.4;-5.8,3.0;r10c5$3470;-3.1,-4.4;-3.1,-4.4;"	0
2341	"Manual_r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r12c41$5188;-4.6,1.9;-5.8,3.0;-6.5,3.4;"	0
2341	"Manual_r10c5$3470;-0.7,1.2;0.6,1.0;0.7,0.3;r10c5$3470;-5.2,1.2;-6.1,1.3;"	0
2341	"Manual_r45c5$6426;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
2341	"Agent=2000,12876,10_Pathr10c75$6438;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-7.4,1.4,1;-6.5,0.4,1Pathr10c75$3470;-0.8,-1.6,2;0.4,-0.8,3;0.6,1.0,1;-0.7,1.2,2"	0
2342	"Open=3100.0,9211.0,12.0"	0
2343	"Open=3100.0,9211.0,12.0"	0
2344	"Open=2800.0,9211.0,10.0"	0
2345	"Open=3100.0,9211.0,12.0"	0
2346	"Open=3200.0,13470.0,15.0"	0
2347	"Open=1800.0,12038.0,15.0"	0
2347	"Manual_r10c5$3470;-6.1,1.3;-5.2,1.2;r17c5$5026;-3.0,5.1;-2.1,6.0;-2.8,6.2;"	0
2347	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c32$5102;-2.0,-5.1;-1.0,-5.6;"	0
2347	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-4.6,1.9;-5.8,3.0;r10c5$3470;-1.7,-3.4;-1.7,-4.4;-3.8,-3.8;r10c5$3470;-5.8,3.0;-4.6,1.9;r17c5$5026;-2.0,6.1;-2.2,7.0;-2.1,6.0;r17c5$5026;-0.3,-0.4;-0.6,0.2;-0.7,1.2;r17c5$4482;-2.8,6.2;-2.2,7.0;-0.7,7.2;-1.5,6.9;-0.7,7.2;-0.8,6.4;-0.2,5.8;-1.7,5.3;r10c5$3470;r10c5$3470;r17c5$3630;"	0
2347	"Manual_r12c32$4494;-1.4,-1.2;-0.8,-1.6;0.4,-0.8;1.0,-0.5;0.7,0.3;0.1,0.6;-0.3,-0.4;-0.6,0.2;r17c5$4482;2.8,-6.0;1.1,-6.5,3;-1.4,-1.2,3Pathr12c41$5188;-0.7,1.2,2;0.6,1.0,1;0.7,0.3,2;1.0,-0.5,2"	0
2347	"Agent=4400,34903,14_Pathr16c80$9496;-1.7,-3.4,2;-0.8,-1.6,2;-1.4,-1.2,3;-0.3,-0.4,1;0.1,0.6,2;-0.6,0.2,2"	0
2347	"Agent=4300,14642,15_Pathr9c12$2934;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.1,1.3,2Pathr9c12$2934;-6.5,0.4,1;-7.4,1.4,1Pathr9c12$2934;-2.4,-3.7,4;-3.2,-3.6,1;-3.8,-3.8,1Pathr9c12$2934;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;-0.6,0.2;r14c12$5204;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
2347	"Manual_r7c21$3126;-5.8,3.0;r9c12$2934;-1.4,-1.2;-0.8,-1.6;-0.3,-0.4;-0.6,0.2;-0.7,1.2;r9c12$2934;-4.6,1.9;-5.3,2.4;-5.2,1.2;-6.0,2.0;-6.6,2.4;-6.1,1.3;"	0
2348	Start	1
2349	"Open=3200.0,13470.0,15.0"	0
2350	"Open=500.0,3470.0,2.0"	0
2350	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
