seq	config	result	range	capacity	cost	velocity	start	type	start_seq	start_submit
282	"*aMM0++++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	Success	20.28375	14	13103.52	5.694687	0	Evaluate	0	0
282	"*aMM0++++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	Submit	20.28375	14	13103.52	5.694687	0	Submit	0	0
282	"*aMM1++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN0++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	CouldNotStabilize	-0.3596973	14	10688.88	21.44245	0	Evaluate	0	0
282	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4-*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3"	Success	14.98657	25	10749.12	7.59849	0	Evaluate	0	0
282	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4-*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3"	Success	14.98657	25	10749.12	7.59849	0	Evaluate	0	0
283	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3"	Open	14.90441	30	10749.12	7.51095	1	Open	0	0
283	"*aMM0+++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	Success	18.23617	14	11297.92	7.212609	0	Evaluate	0	0
283	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,14,3"	Success	18.12666	14	10937.77	7.293787	0	Evaluate	0	0
283	"*aMM0+++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,15,3"	Success	18.25958	15	11486.57	6.824612	0	Evaluate	0	0
283	"*aMM0+++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	Success	16.08357	14	8779.17	9.752103	0	Evaluate	0	0
283	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4-*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3"	Success	14.98657	25	10749.12	7.59849	0	Evaluate	0	0
283	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,14,3"	Success	18.12666	14	10937.77	7.293787	0	Evaluate	0	0
283	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3"	Success	14.98657	25	10749.12	7.59849	0	Evaluate	0	0
