seq	config	result	range	capacity	cost	velocity	start	type	start_seq	start_submit
71	"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO4-*gOM4-*hMK4-*iKM4-*jNL0-*kLN0-*lNO2-*mOL1-*nLK2-*oKN1-^ab^ac^ad^ae^cf^bg^eh^di^ej^dk^bj^ck^fl^gm^hn^io,18,3"	Submit	22.89959	18	5491.857	29.16228	0	Submit	0	1
71	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN3*nNO1*oON2^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm^mn^mo^hn^fo,15,3"	Success	0.03165326	15	6898.402	13.17539	0	Evaluate	0	1
71	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,20,3"	HitBoundary	6.919768	20	6662.301	40.43223	0	Evaluate	0	1
71	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++^ab^ac^ad^ae^bf^cg^dh^ei,5,3"	Success	7.298774	5	4159.326	20.00823	0	Evaluate	0	1
71	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3"	Success	7.19241	5	4448.326	20.32766	0	Evaluate	0	1
71	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN1++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3"	Success	7.19241	5	4448.326	20.32766	0	Evaluate	0	1
71	"*aMM0-*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,51,3"	Success	13.06787	51	5815.977	28.30245	0	Evaluate	0	1
71	"*aMM0----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,61,3"	Success	11.05274	61	5948.389	28.80131	0	Evaluate	0	1
72	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,35,3"	Success	28.62292	35	7448.904	22.12701	1	Evaluate	1	1
73	"*aMM0++++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,35,3"	Open	29.15731	35	7713.328	20.3759	1	Open	0	0
73	"*aMM0++++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,35,3"	Success	29.15731	35	7713.328	20.3759	0	Evaluate	0	0
74	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
74	"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN3*gLL3*hLN0+*iNL0+*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,40,3"	HitBoundary	3.193054	40	7668.938	16.78412	0	Evaluate	0	0
74	"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,64,3"	HitBoundary	13.70305	64	8330.67	36.25565	0	Evaluate	0	0
74	"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,40,3"	Success	28.978	40	8330.67	21.98913	0	Evaluate	0	0
74	"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+*iNL0+*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,5,3"	Success	47.64429	5	7508.737	27.23656	0	Evaluate	0	0
74	"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,74,3"	HitBoundary	3.890382	74	8330.67	25.56673	0	Evaluate	0	0
75	"*aMM0++++++*bNM2+++*cMN1+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Open	16.66983	73	8094.828	19.31523	1	Open	0	0
75	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Success	17.25097	73	8377.48	17.79005	0	Evaluate	0	0
75	"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Success	17.25098	73	8377.48	17.7919	0	Evaluate	0	0
75	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Success	17.25097	73	8377.48	17.79005	0	Evaluate	0	0
75	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Success	17.25097	73	8377.48	17.79005	0	Evaluate	0	0
75	"*aMM4+++++++*bNM1+++*cMN2+++*dLM1+++*eML1+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	CouldNotStabilize	-0.05735302	73	5360.454	5.217592	0	Evaluate	0	0
75	"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Success	17.25098	73	8377.48	17.7919	0	Evaluate	0	0
75	"*aMM0+++++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM2+++*iMO1+++*jMK1+++*kKM2+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,73,3"	Success	17.25098	73	8377.48	17.7919	0	Evaluate	0	0
76	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
76	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3^ab^ac^ad^ae^cf^eg,5,3"	Success	22.14393	5	3630.402	10.01914	0	Evaluate	0	0
76	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3++*gLL3++*hNL0++*iLN0++^ab^ac^ad^ae^cf^eg^eh^di,5,3"	HitBoundary	27.82427	5	7208.973	15.97089	0	Evaluate	0	0
77	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
77	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Submit	9.999299	5	3470.2	20.00051	0	Submit	0	0
77	"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,75,3"	Success	11.60086	75	6958.646	22.66954	0	Evaluate	0	0
77	"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3"	Success	28.73464	20	6592.644	32.81894	0	Evaluate	0	0
77	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,70,3"	Success	16.7225	70	7830.404	20.83278	0	Evaluate	0	0
77	"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3"	Success	19.38293	60	7830.404	21.30102	0	Evaluate	0	0
77	"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,54,3"	Success	20.39914	54	7361.352	22.59845	0	Evaluate	0	0
77	"*aMM0++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,53,3"	Success	19.0905	53	6918.18	25.65674	0	Evaluate	0	0
77	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,60,3"	HitBoundary	2.07828	60	8973.586	6.298663	0	Evaluate	0	0
77	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,70,3"	HitBoundary	1.997661	70	8973.586	8.145326	0	Evaluate	0	0
77	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,40,3"	HitBoundary	2.637927	40	8973.586	8.666579	0	Evaluate	0	0
77	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,70,3"	HitBoundary	1.997661	70	8973.586	8.145326	0	Evaluate	0	0
77	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,50,3"	HitBoundary	2.890846	50	8973.586	15.65392	0	Evaluate	0	0
78	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
78	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Success	9.999299	5	3470.2	20.00051	0	Evaluate	0	0
78	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Success	9.999299	5	3470.2	20.00051	0	Evaluate	0	0
79	"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"	Open	20.51821	45	6966.184	23.57608	1	Open	0	0
79	"*aMM0+++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"	Success	25.29189	45	8155.23	18.65045	0	Evaluate	0	0
80	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3^ab^ac^ad^ae^cf^eg,5,3"	Success	22.14393	5	3630.402	10.01914	1	Evaluate	1	1
80	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3+++*gLL3+++*hLN3+++*iNL3+++^ab^ac^ad^ae^cf^eg^dh^bi,10,3"	Success	10.6681	10	3847.492	9.057161	0	Evaluate	0	1
80	"*aMM0+++++*bNM2++++++*cMN1++++++*dLM2+++++++*eML1+++++++*fNN3+++*gLL3+++*hLN3+++*iNL3+++^ab^ac^ad^ae^cf^eg^dh^bi,10,3"	CouldNotStabilize	-0.01050467	10	5286.867	0.01384576	0	Evaluate	0	1
81	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Success	9.999299	5	3470.2	20.00051	1	Evaluate	1	1
81	"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0--*gNL0--*hNN1++*iLL2^ab^ac^ad^ae^df^eg^fc^bh^di,33,3"	CouldNotStabilize	-0.000119068	33	4611.654	0.8905336	0	Evaluate	0	1
82	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
82	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,30,3"	Success	24.61732	30	6582.201	22.81626	0	Evaluate	0	0
82	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMK1*gKM2*hMO1*iOM2*jNL0*kLN0^ab^ac^ad^ae^ef^dg^ch^bi^ej^bj^ck^dk,40,3"	HitBoundary	4.513709	40	6582.201	29.11016	0	Evaluate	0	0
82	"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM2++*iMO1++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3"	Success	4.349617	80	5437.669	20.63633	0	Evaluate	0	0
83	"*aMM0++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"	Open	24.8054	45	7872.578	20.19351	1	Open	0	0
83	"*aMM0++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"	Success	24.8054	45	7872.578	20.19351	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO4++*gKM4++*hMK4++*iOM4++*jNL0++*kLN0++*lMP1*mPM2*nMJ1*oJM2^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go,45,3"	CouldNotStabilize	-0.4283828	45	6960.654	9.46E-05	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO4++*gKM4++*hMK4++*iOM4++*jNL0++*kLN0++*lMP1++*mPM2++*nMJ1++*oJM2++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go,45,3"	CouldNotStabilize	-0.0522964	45	7226.654	0.002624934	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO4++*gKM4++*hMK4++*iOM4++*jNL0++*kLN0++*lMP1++*mPM2++*nMJ1++*oJM2++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go,45,3"	CouldNotStabilize	-0.0522964	45	7226.654	0.002624934	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO4++*gKM0++*hMK4++*iOM4++*jNL0++*kLN0++*lMP1++*mPM2++*nMJ1++*oJM2++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go,45,3"	CouldNotStabilize	-0.3658275	45	9006.631	9.73732	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO0+*gKM0+*hMK0+*iOM0+*jNL4++*kLN4++*lMP1++++*mPM2++++*nMJ1++++*oJM2++++*pNK4^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go^hp,40,3"	HitBoundary	2.413071	40	10514.27	19.28137	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO0+*gKM0+*hMK0+*iOM0+*jNL4++*kLN4++*lMP1++++*mPM2++++*nMJ1++++*oJM2++++*pNK4^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go^hp,45,3"	HitBoundary	1.26458	45	10514.27	3.830911	0	Evaluate	0	0
83	"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fMO0+*gKM0+*hMK0+*iOM0+*jNL4++*kLN4++*lMP1++++*mPM2++++*nMJ1++++*oJM2++++*pNK4^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^fl^im^hn^go^hp,45,3"	HitBoundary	1.26458	45	10514.27	3.830911	0	Evaluate	0	0
84	"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,15,3"	Success	11.02881	15	4324.667	9.522767	1	Evaluate	1	1
84	"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3+++++++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	14.57825	10	4383.464	9.207653	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3"	Success	12.61885	20	4907.383	9.59831	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1++++*iOM2++++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	15.97237	10	5094.965	9.409286	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3+++++++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	16.04588	10	5005.887	8.751575	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	15.77433	10	4907.383	9.119826	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++++++*mNL3++++++++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	13.6793	10	5013.78	8.830291	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3"	Success	12.61885	20	4907.383	9.59831	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3"	Submit	12.61885	20	4907.383	9.59831	0	Submit	0	1
84	"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3"	Success	11.21869	20	4284.959	9.702584	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1++++*iOM2++++*jNN4*kLL4*lLN3+++++++++++*mNL3+++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	15.88663	10	5068.088	9.438434	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,20,3"	Success	12.67087	20	4947.09	9.443632	0	Evaluate	0	1
84	"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1++++*iOM2++++*jNN4*kLL4*lLN3+++++++++++++*mNL3+++++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me,10,3"	Success	15.97237	10	5094.965	9.409286	0	Evaluate	0	1
84	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3+++++++*gNL3+++++++^ab^ac^ad^ae^df^eg,5,3"	Success	18.12891	5	3701.751	9.582085	0	Evaluate	0	1
84	"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3"	Success	16.72935	6	2170.148	9.808472	0	Evaluate	0	1
84	"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3"	Success	16.72935	6	2170.148	9.808472	0	Evaluate	0	1
84	"*aMM0*bNM2+*cMN1+*dLM2+*eML1+*fLN3-*gNL3-^ab^ac^ad^ae^df^bg^eg,6,3"	Submit	16.72935	6	2170.148	9.808472	0	Submit	0	1
85	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,10,3"	Open	1.409614	10	8973.586	7.898	1	Open	0	0
85	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,40,3"	HitBoundary	2.637927	40	8973.586	8.666579	0	Evaluate	0	0
85	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,50,3"	HitBoundary	2.890846	50	8973.586	15.65392	0	Evaluate	0	0
85	"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^bl^dm^fc^gb,10,3"	HitBoundary	1.409614	10	8973.586	7.898	0	Evaluate	0	0
85	"*aMM0+++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1+++*gOM2+++*hKM1+++*iMK1+++*jLN0+++++*kNL0++++++^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3"	CouldNotStabilize	-2.19E-06	20	10644.28	2.310928	0	Evaluate	0	0
85	"*aMM0++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN0++++*gNL0+++*hOM1+++++*iMO2+++++*jMK2+++++*kKM1+++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3"	CouldNotStabilize	-0.6917765	80	11713.26	43.5168	0	Evaluate	0	0
85	"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lLO0*mOL2+^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb^fl^gm,72,3"	CouldNotStabilize	-0.4668445	72	8874.3	25.83495	0	Evaluate	0	0
85	"*aMM0++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,62,3"	Success	15.29797	62	7140.43	22.95879	0	Evaluate	0	0
86	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,15,3"	Success	3.858496	15	4145.701	16.97458	1	Evaluate	1	1
86	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN3*gLL3^ab^ac^ad^ae^cf^eg,5,3"	Success	20.84047	5	4305.902	9.617207	0	Evaluate	0	1
86	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNN3*gLL3*hLN0+*iNL0+^ab^ac^ad^ae^bf^cf^dg^eg^ch^fi^di^bi,50,3"	CouldNotStabilize	-0.2938866	50	7470.688	9.40E-06	0	Evaluate	0	1
86	"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"	Success	19.63877	45	6736.396	25.0807	0	Evaluate	0	1
